"District Name","School Name",Grade,Gender,"Participation Rate","Percent Did Not Yet Meet Expectations","Percent Met or Exceeded Expectations"
"Cherry Creek 5","Options School","All Grades",Female,"- -","- -","- -"
"Cherry Creek 5","Options School",07,Male,0.0,"- -","- -"
"Cherry Creek 5","Options School",07,Female,"- -","- -","- -"
"Cherry Creek 5","Peakview Elementary School","All Grades",Male,88.4,7.0,28.1
"Cherry Creek 5","Peakview Elementary School","All Grades",Female,89.9,13.6,41.6
"Cherry Creek 5","Peakview Elementary School",03,Male,89.1,"- -",36.6
"Cherry Creek 5","Peakview Elementary School",03,Female,97.7,"- -",48.8
"Cherry Creek 5","Peakview Elementary School",04,Male,89.2,12.1,15.2
"Cherry Creek 5","Peakview Elementary School",04,Female,88.9,12.5,25.0
"Cherry Creek 5","Peakview Elementary School",05,Male,87.0,"- -",30.0
"Cherry Creek 5","Peakview Elementary School",05,Female,84.0,"- -",50.0
"Cherry Creek 5","Pine Ridge Elementary School","All Grades",Male,83.7,3.7,55.3
"Cherry Creek 5","Pine Ridge Elementary School","All Grades",Female,85.2,5.2,47.7
"Cherry Creek 5","Pine Ridge Elementary School",03,Male,89.7,5.8,67.3
"Cherry Creek 5","Pine Ridge Elementary School",03,Female,91.4,6.3,59.4
"Cherry Creek 5","Pine Ridge Elementary School",04,Male,77.4,"- -",50.0
"Cherry Creek 5","Pine Ridge Elementary School",04,Female,86.9,"- -",35.8
"Cherry Creek 5","Pine Ridge Elementary School",05,Male,86.8,"- -",51.5
"Cherry Creek 5","Pine Ridge Elementary School",05,Female,74.5,"- -",44.7
"Cherry Creek 5","Polton Community Elementary School","All Grades",Male,83.7,24.4,14.6
"Cherry Creek 5","Polton Community Elementary School","All Grades",Female,90.7,37.1,14.4
"Cherry Creek 5","Polton Community Elementary School",03,Male,83.3,35.0,"- -"
"Cherry Creek 5","Polton Community Elementary School",03,Female,97.5,35.9,17.9
"Cherry Creek 5","Polton Community Elementary School",04,Male,84.8,17.9,17.9
"Cherry Creek 5","Polton Community Elementary School",04,Female,89.2,42.4,"- -"
"Cherry Creek 5","Polton Community Elementary School",05,Male,82.1,26.1,"- -"
"Cherry Creek 5","Polton Community Elementary School",05,Female,83.3,32.0,"- -"
"Cherry Creek 5","Ponderosa Elementary School","All Grades",Male,84.1,35.1,16.2
"Cherry Creek 5","Ponderosa Elementary School","All Grades",Female,90.9,21.5,18.5
"Cherry Creek 5","Ponderosa Elementary School",03,Male,94.6,37.1,"- -"
"Cherry Creek 5","Ponderosa Elementary School",03,Female,95.9,21.3,29.8
"Cherry Creek 5","Ponderosa Elementary School",04,Male,76.7,27.3,"- -"
"Cherry Creek 5","Ponderosa Elementary School",04,Female,86.4,23.7,"- -"
"Cherry Creek 5","Ponderosa Elementary School",05,Male,82.7,39.5,20.9
"Cherry Creek 5","Ponderosa Elementary School",05,Female,90.0,20.0,"- -"
"Cherry Creek 5","Prairie Middle School","All Grades",Male,51.8,35.1,10.6
"Cherry Creek 5","Prairie Middle School","All Grades",Female,48.9,36.5,9.0
"Cherry Creek 5","Prairie Middle School",06,Male,67.7,36.7,11.1
"Cherry Creek 5","Prairie Middle School",06,Female,68.7,46.2,5.5
"Cherry Creek 5","Prairie Middle School",07,Male,46.9,29.6,6.1
"Cherry Creek 5","Prairie Middle School",07,Female,47.9,23.5,9.6
"Cherry Creek 5","Prairie Middle School",08,Male,38.8,38.9,15.6
"Cherry Creek 5","Prairie Middle School",08,Female,31.9,37.8,14.9
"Cherry Creek 5","Red Hawk Ridge Elementary School","All Grades",Male,82.2,16.9,37.3
"Cherry Creek 5","Red Hawk Ridge Elementary School","All Grades",Female,79.0,30.4,25.3
"Cherry Creek 5","Red Hawk Ridge Elementary School",03,Male,80.0,12.5,54.2
"Cherry Creek 5","Red Hawk Ridge Elementary School",03,Female,81.3,30.8,30.8
"Cherry Creek 5","Red Hawk Ridge Elementary School",04,Male,84.4,14.8,25.9
"Cherry Creek 5","Red Hawk Ridge Elementary School",04,Female,73.5,40.0,28.0
"Cherry Creek 5","Red Hawk Ridge Elementary School",05,Male,82.1,21.9,34.4
"Cherry Creek 5","Red Hawk Ridge Elementary School",05,Female,82.4,21.4,17.9
"Cherry Creek 5","Rolling Hills Elementary School","All Grades",Male,75.7,5.4,59.8
"Cherry Creek 5","Rolling Hills Elementary School","All Grades",Female,72.8,7.3,50.9
"Cherry Creek 5","Rolling Hills Elementary School",03,Male,82.7,"- -",76.7
"Cherry Creek 5","Rolling Hills Elementary School",03,Female,83.9,"- -",61.7
"Cherry Creek 5","Rolling Hills Elementary School",04,Male,68.0,"- -",58.8
"Cherry Creek 5","Rolling Hills Elementary School",04,Female,55.1,"- -",48.1
"Cherry Creek 5","Rolling Hills Elementary School",05,Male,76.1,"- -",40.0
"Cherry Creek 5","Rolling Hills Elementary School",05,Female,78.3,"- -",38.9
"Cherry Creek 5","Infinity Middle School","All Grades",Male,57.3,12.8,31.7
"Cherry Creek 5","Infinity Middle School","All Grades",Female,60.1,7.9,34.4
"Cherry Creek 5","Infinity Middle School",06,Male,61.5,18.1,27.8
"Cherry Creek 5","Infinity Middle School",06,Female,70.9,6.4,26.9
"Cherry Creek 5","Infinity Middle School",07,Male,64.3,12.2,28.9
"Cherry Creek 5","Infinity Middle School",07,Female,58.5,8.4,26.5
"Cherry Creek 5","Infinity Middle School",08,Male,46.8,7.7,40.0
"Cherry Creek 5","Infinity Middle School",08,Female,52.4,9.1,53.0
"Cherry Creek 5","Sagebrush Elementary School","All Grades",Male,80.2,29.6,16.0
"Cherry Creek 5","Sagebrush Elementary School","All Grades",Female,85.5,18.3,19.7
"Cherry Creek 5","Sagebrush Elementary School",03,Male,81.6,25.8,16.1
"Cherry Creek 5","Sagebrush Elementary School",03,Female,94.1,21.9,25.0
"Cherry Creek 5","Sagebrush Elementary School",04,Male,90.9,"- -","- -"
"Cherry Creek 5","Sagebrush Elementary School",04,Female,85.7,"- -","- -"
"Cherry Creek 5","Sagebrush Elementary School",05,Male,66.7,"- -","- -"
"Cherry Creek 5","Sagebrush Elementary School",05,Female,75.0,"- -","- -"
"Cherry Creek 5","Summit Elementary School","All Grades",Male,89.3,36.0,21.3
"Cherry Creek 5","Summit Elementary School","All Grades",Female,91.9,19.3,19.3
"Cherry Creek 5","Summit Elementary School",03,Male,89.7,26.9,34.6
"Cherry Creek 5","Summit Elementary School",03,Female,95.8,21.7,26.1
"Cherry Creek 5","Summit Elementary School",04,Male,90.0,37.0,"- -"
"Cherry Creek 5","Summit Elementary School",04,Female,88.9,18.8,"- -"
"Cherry Creek 5","Summit Elementary School",05,Male,88.0,45.5,"- -"
"Cherry Creek 5","Summit Elementary School",05,Female,90.0,16.7,"- -"
"Cherry Creek 5","Sunrise Elementary School","All Grades",Male,81.4,37.3,13.3
"Cherry Creek 5","Sunrise Elementary School","All Grades",Female,83.5,36.0,14.0
"Cherry Creek 5","Sunrise Elementary School",03,Male,83.8,35.5,"- -"
"Cherry Creek 5","Sunrise Elementary School",03,Female,75.9,40.9,"- -"
"Cherry Creek 5","Sunrise Elementary School",04,Male,96.4,44.4,"- -"
"Cherry Creek 5","Sunrise Elementary School",04,Female,82.5,48.5,"- -"
"Cherry Creek 5","Sunrise Elementary School",05,Male,67.6,32.0,16.0
"Cherry Creek 5","Sunrise Elementary School",05,Female,91.2,19.4,16.1
"Cherry Creek 5","Thunder Ridge Middle School","All Grades",Male,56.2,15.1,35.6
"Cherry Creek 5","Thunder Ridge Middle School","All Grades",Female,49.5,12.5,34.5
"Cherry Creek 5","Thunder Ridge Middle School",06,Male,69.4,18.4,33.8
"Cherry Creek 5","Thunder Ridge Middle School",06,Female,68.0,17.6,31.9
"Cherry Creek 5","Thunder Ridge Middle School",07,Male,49.4,4.6,32.2
"Cherry Creek 5","Thunder Ridge Middle School",07,Female,52.9,8.3,31.5
"Cherry Creek 5","Thunder Ridge Middle School",08,Male,49.0,20.2,41.5
"Cherry Creek 5","Thunder Ridge Middle School",08,Female,28.6,9.3,46.3
"Cherry Creek 5","Timberline Elementary School","All Grades",Male,79.8,10.7,35.9
"Cherry Creek 5","Timberline Elementary School","All Grades",Female,75.6,13.5,29.2
"Cherry Creek 5","Timberline Elementary School",03,Male,91.1,14.6,36.6
"Cherry Creek 5","Timberline Elementary School",03,Female,94.7,16.7,27.8
"Cherry Creek 5","Timberline Elementary School",04,Male,82.6,"- -",34.2
"Cherry Creek 5","Timberline Elementary School",04,Female,73.5,"- -",20.0
"Cherry Creek 5","Timberline Elementary School",05,Male,63.2,"- -",37.5
"Cherry Creek 5","Timberline Elementary School",05,Female,63.6,"- -",37.1
"Cherry Creek 5","Trails West Elementary School","All Grades",Male,88.1,6.3,55.2
"Cherry Creek 5","Trails West Elementary School","All Grades",Female,85.9,5.5,47.9
"Cherry Creek 5","Trails West Elementary School",03,Male,92.5,"- -",51.4
"Cherry Creek 5","Trails West Elementary School",03,Female,90.3,"- -",57.1
"Cherry Creek 5","Trails West Elementary School",04,Male,83.8,"- -",64.5
"Cherry Creek 5","Trails West Elementary School",04,Female,76.2,"- -",31.3
"Cherry Creek 5","Trails West Elementary School",05,Male,87.5,"- -",50.0
"Cherry Creek 5","Trails West Elementary School",05,Female,87.9,"- -",48.3
"Cherry Creek 5","Village East Community Elementary School","All Grades",Male,93.2,32.7,17.0
"Cherry Creek 5","Village East Community Elementary School","All Grades",Female,90.2,35.8,8.8
"Cherry Creek 5","Village East Community Elementary School",03,Male,90.3,30.4,25.0
"Cherry Creek 5","Village East Community Elementary School",03,Female,85.1,27.5,12.5
"Cherry Creek 5","Village East Community Elementary School",04,Male,96.7,33.9,11.9
"Cherry Creek 5","Village East Community Elementary School",04,Female,96.8,47.5,8.2
"Cherry Creek 5","Village East Community Elementary School",05,Male,92.6,34.0,14.0
"Cherry Creek 5","Village East Community Elementary School",05,Female,87.0,27.7,6.4
"Cherry Creek 5","Walnut Hills Community Elementary School","All Grades",Male,75.6,"- -",62.9
"Cherry Creek 5","Walnut Hills Community Elementary School","All Grades",Female,83.1,"- -",48.1
"Cherry Creek 5","Walnut Hills Community Elementary School",03,Male,88.5,"- -","- -"
"Cherry Creek 5","Walnut Hills Community Elementary School",03,Female,83.3,"- -","- -"
"Cherry Creek 5","Walnut Hills Community Elementary School",04,Male,62.5,"- -",65.0
"Cherry Creek 5","Walnut Hills Community Elementary School",04,Female,88.9,"- -","- -"
"Cherry Creek 5","Walnut Hills Community Elementary School",05,Male,79.2,"- -","- -"
"Cherry Creek 5","Walnut Hills Community Elementary School",05,Female,79.3,"- -",47.8
"Cherry Creek 5","Willow Creek Elementary School","All Grades",Male,92.7,"- -",62.2
"Cherry Creek 5","Willow Creek Elementary School","All Grades",Female,89.2,"- -",52.3
"Cherry Creek 5","Willow Creek Elementary School",03,Male,92.3,"- -",56.3
"Cherry Creek 5","Willow Creek Elementary School",03,Female,81.4,"- -",45.7
"Cherry Creek 5","Willow Creek Elementary School",04,Male,89.2,"- -",57.6
"Cherry Creek 5","Willow Creek Elementary School",04,Female,97.4,"- -",51.4
"Cherry Creek 5","Willow Creek Elementary School",05,Male,95.8,"- -",71.7
"Cherry Creek 5","Willow Creek Elementary School",05,Female,89.7,"- -",60.0
"Littleton 6","Centennial Academy of Fine Arts Education","All Grades",Male,88.3,5.5,31.9
"Littleton 6","Centennial Academy of Fine Arts Education","All Grades",Female,97.6,15.0,18.8
"Littleton 6","Centennial Academy of Fine Arts Education",03,Male,87.9,"- -",44.8
"Littleton 6","Centennial Academy of Fine Arts Education",03,Female,96.4,"- -",25.9
"Littleton 6","Centennial Academy of Fine Arts Education",04,Male,89.7,"- -",28.6
"Littleton 6","Centennial Academy of Fine Arts Education",04,Female,100.0,"- -",12.5
"Littleton 6","Centennial Academy of Fine Arts Education",05,Male,87.1,"- -",22.2
"Littleton 6","Centennial Academy of Fine Arts Education",05,Female,95.5,"- -",19.0
"Littleton 6","Ford Elementary","All Grades",Male,94.5,4.5,55.5
"Littleton 6","Ford Elementary","All Grades",Female,96.2,7.2,38.8
"Littleton 6","Ford Elementary",03,Male,93.3,"- -",66.1
"Littleton 6","Ford Elementary",03,Female,100.0,"- -",39.3
"Littleton 6","Ford Elementary",04,Male,94.0,8.5,46.8
"Littleton 6","Ford Elementary",04,Female,92.9,9.2,29.2
"Littleton 6","Ford Elementary",05,Male,96.3,"- -",51.9
"Littleton 6","Ford Elementary",05,Female,96.9,"- -",58.1
"Littleton 6","East Elementary School","All Grades",Male,95.7,17.8,20.0
"Littleton 6","East Elementary School","All Grades",Female,96.1,32.7,20.4
"Littleton 6","East Elementary School",03,Male,93.8,"- -","- -"
"Littleton 6","East Elementary School",03,Female,100.0,"- -","- -"
"Littleton 6","East Elementary School",04,Male,94.7,16.7,"- -"
"Littleton 6","East Elementary School",04,Female,100.0,31.3,"- -"
"Littleton 6","East Elementary School",05,Male,100.0,"- -","- -"
"Littleton 6","East Elementary School",05,Female,90.5,"- -","- -"
"Littleton 6","Euclid Middle School","All Grades",Male,59.6,10.7,36.5
"Littleton 6","Euclid Middle School","All Grades",Female,63.3,12.1,40.6
"Littleton 6","Euclid Middle School",06,Male,63.6,"- -",37.3
"Littleton 6","Euclid Middle School",06,Female,72.9,"- -",40.4
"Littleton 6","Euclid Middle School",07,Male,69.2,6.7,35.6
"Littleton 6","Euclid Middle School",07,Female,65.5,8.3,37.5
"Littleton 6","Euclid Middle School",08,Male,47.6,"- -",36.8
"Littleton 6","Euclid Middle School",08,Female,50.4,"- -",44.8
"Littleton 6","Field Elementary School","All Grades",Male,94.4,32.4,20.6
"Littleton 6","Field Elementary School","All Grades",Female,96.6,24.6,19.3
"Littleton 6","Field Elementary School",03,Male,95.7,36.4,"- -"
"Littleton 6","Field Elementary School",03,Female,94.4,17.6,"- -"
"Littleton 6","Field Elementary School",04,Male,95.7,36.4,"- -"
"Littleton 6","Field Elementary School",04,Female,95.7,36.4,18.2
"Littleton 6","Field Elementary School",05,Male,92.3,25.0,33.3
"Littleton 6","Field Elementary School",05,Female,100.0,16.7,"- -"
"Littleton 6","Goddard Middle School","All Grades",Male,89.8,12.1,46.6
"Littleton 6","Goddard Middle School","All Grades",Female,88.9,9.9,47.1
"Littleton 6","Goddard Middle School",06,Male,91.3,14.3,38.1
"Littleton 6","Goddard Middle School",06,Female,91.8,11.5,43.6
"Littleton 6","Goddard Middle School",07,Male,95.8,9.8,37.0
"Littleton 6","Goddard Middle School",07,Female,91.8,4.0,39.6
"Littleton 6","Goddard Middle School",08,Male,83.0,12.5,64.8
"Littleton 6","Goddard Middle School",08,Female,83.2,15.5,59.5
"Littleton 6","Highland Elementary School","All Grades",Male,80.7,7.0,62.0
"Littleton 6","Highland Elementary School","All Grades",Female,83.3,6.2,58.5
"Littleton 6","Highland Elementary School",03,Male,85.7,"- -",62.5
"Littleton 6","Highland Elementary School",03,Female,79.2,"- -",68.4
"Littleton 6","Highland Elementary School",04,Male,77.8,"- -",57.1
"Littleton 6","Highland Elementary School",04,Female,81.5,"- -",54.5
"Littleton 6","Highland Elementary School",05,Male,78.8,"- -",65.4
"Littleton 6","Highland Elementary School",05,Female,88.9,"- -",54.2
"Littleton 6","Newton Middle School","All Grades",Male,81.9,2.7,63.9
"Littleton 6","Newton Middle School","All Grades",Female,77.7,4.9,60.4
"Littleton 6","Newton Middle School",06,Male,87.1,4.3,56.5
"Littleton 6","Newton Middle School",06,Female,75.0,4.2,53.1
"Littleton 6","Newton Middle School",07,Male,86.0,"- -",61.5
"Littleton 6","Newton Middle School",07,Female,86.4,"- -",61.2
"Littleton 6","Newton Middle School",08,Male,71.4,"- -",77.5
"Littleton 6","Newton Middle School",08,Female,68.8,"- -",69.7
"Littleton 6","John Wesley Powell Middle School","All Grades",Male,84.5,9.0,50.0
"Littleton 6","John Wesley Powell Middle School","All Grades",Female,84.0,6.5,45.3
"Littleton 6","John Wesley Powell Middle School",06,Male,87.4,9.6,47.0
"Littleton 6","John Wesley Powell Middle School",06,Female,84.7,8.2,44.3
"Littleton 6","John Wesley Powell Middle School",07,Male,85.7,3.8,51.3
"Littleton 6","John Wesley Powell Middle School",07,Female,84.2,3.5,44.7
"Littleton 6","John Wesley Powell Middle School",08,Male,81.2,12.6,51.6
"Littleton 6","John Wesley Powell Middle School",08,Female,83.5,7.9,46.5
"Littleton 6","Littleton Academy","All Grades",Male,98.0,4.1,62.6
"Littleton 6","Littleton Academy","All Grades",Female,94.7,5.6,49.3
"Littleton 6","Littleton Academy",03,Male,100.0,"- -",57.9
"Littleton 6","Littleton Academy",03,Female,100.0,"- -",48.4
"Littleton 6","Littleton Academy",04,Male,96.4,"- -",66.7
"Littleton 6","Littleton Academy",04,Female,100.0,"- -","- -"
"Littleton 6","Littleton Academy",05,Male,100.0,"- -",53.3
"Littleton 6","Littleton Academy",05,Female,95.5,"- -",52.4
"Littleton 6","Littleton Academy",06,Male,96.0,"- -",58.3
"Littleton 6","Littleton Academy",06,Female,100.0,"- -",42.3
"Littleton 6","Littleton Academy",07,Male,96.4,"- -",66.7
"Littleton 6","Littleton Academy",07,Female,95.5,"- -",61.9
"Littleton 6","Littleton Academy",08,Male,100.0,"- -",75.0
"Littleton 6","Littleton Academy",08,Female,76.9,"- -","- -"
"Littleton 6","Littleton Prep Charter School","All Grades",Male,88.8,7.7,41.5
"Littleton 6","Littleton Prep Charter School","All Grades",Female,87.7,12.0,25.3
"Littleton 6","Littleton Prep Charter School",03,Male,100.0,"- -",48.3
"Littleton 6","Littleton Prep Charter School",03,Female,96.3,"- -",26.9
"Littleton 6","Littleton Prep Charter School",04,Male,96.9,9.7,48.4
"Littleton 6","Littleton Prep Charter School",04,Female,89.7,11.5,"- -"
"Littleton 6","Littleton Prep Charter School",05,Male,87.5,14.3,"- -"
"Littleton 6","Littleton Prep Charter School",05,Female,93.5,17.2,17.2
"Littleton 6","Littleton Prep Charter School",06,Male,83.3,"- -",45.0
"Littleton 6","Littleton Prep Charter School",06,Female,94.1,"- -",28.1
"Littleton 6","Littleton Prep Charter School",07,Male,76.9,"- -",35.0
"Littleton 6","Littleton Prep Charter School",07,Female,73.3,"- -",31.8
"Littleton 6","Littleton Prep Charter School",08,Male,84.0,"- -","- -"
"Littleton 6","Littleton Prep Charter School",08,Female,75.0,"- -","- -"
"Littleton 6","Lois Lenski Elementary School","All Grades",Male,91.0,"- -",70.3
"Littleton 6","Lois Lenski Elementary School","All Grades",Female,92.0,"- -",71.8
"Littleton 6","Lois Lenski Elementary School",03,Male,92.3,"- -",37.5
"Littleton 6","Lois Lenski Elementary School",03,Female,82.9,"- -",62.1
"Littleton 6","Lois Lenski Elementary School",04,Male,94.4,"- -",73.5
"Littleton 6","Lois Lenski Elementary School",04,Female,94.4,"- -",70.6
"Littleton 6","Lois Lenski Elementary School",05,Male,86.8,"- -",90.9
"Littleton 6","Lois Lenski Elementary School",05,Female,97.6,"- -",80.0
"Littleton 6","Hopkins Elementary School","All Grades",Male,95.6,"- -",52.3
"Littleton 6","Hopkins Elementary School","All Grades",Female,97.4,"- -",50.0
"Littleton 6","Hopkins Elementary School",03,Male,95.8,"- -",52.2
"Littleton 6","Hopkins Elementary School",03,Female,95.7,"- -",72.7
"Littleton 6","Hopkins Elementary School",04,Male,95.0,"- -",55.3
"Littleton 6","Hopkins Elementary School",04,Female,96.3,"- -",23.1
"Littleton 6","Hopkins Elementary School",05,Male,96.2,"- -",48.0
"Littleton 6","Hopkins Elementary School",05,Female,100.0,"- -",57.7
"Littleton 6","Twain Elementary School","All Grades",Male,84.1,"- -",39.6
"Littleton 6","Twain Elementary School","All Grades",Female,95.2,"- -",42.5
"Littleton 6","Twain Elementary School",03,Male,100.0,"- -","- -"
"Littleton 6","Twain Elementary School",03,Female,87.5,"- -","- -"
"Littleton 6","Twain Elementary School",04,Male,93.3,"- -","- -"
"Littleton 6","Twain Elementary School",04,Female,100.0,"- -","- -"
"Littleton 6","Twain Elementary School",05,Male,63.6,"- -","- -"
"Littleton 6","Twain Elementary School",05,Female,100.0,"- -","- -"
"Littleton 6","Peabody Elementary School","All Grades",Male,89.3,"- -",52.0
"Littleton 6","Peabody Elementary School","All Grades",Female,91.2,"- -",35.5
"Littleton 6","Peabody Elementary School",03,Male,94.1,"- -","- -"
"Littleton 6","Peabody Elementary School",03,Female,88.9,"- -","- -"
"Littleton 6","Peabody Elementary School",04,Male,100.0,"- -","- -"
