District Name,School Name,Content,Grade,2023,2019,Change 2019 to 2023
Delta County 50(J),Lincoln Elementary School,Mathematics,All,27.6,28.8,-1.2
Delta County 50(J),Lincoln Elementary School,Mathematics,03,37.5,26.1,11.4
Delta County 50(J),Lincoln Elementary School,Mathematics,04,31.2,30.8,0.4
Delta County 50(J),Lincoln Elementary School,Mathematics,05,14.5,29.9,-15.4
Delta County 50(J),North Fork School of Integrated Studies,Mathematics,All,51.1,*,*
Delta County 50(J),North Fork School of Integrated Studies,Mathematics,03,*,*,*
Delta County 50(J),North Fork School of Integrated Studies,Mathematics,04,*,*,*
Delta County 50(J),North Fork School of Integrated Studies,Mathematics,05,*,*,*
Delta County 50(J),North Fork School of Integrated Studies,Mathematics,06,*,*,*
Delta County 50(J),Paonia K-8,Mathematics,All,50.0,47.6,2.4
Delta County 50(J),Paonia K-8,Mathematics,03,43.5,56.0,-12.5
Delta County 50(J),Paonia K-8,Mathematics,04,75.0,46.2,28.8
Delta County 50(J),Paonia K-8,Mathematics,05,45.2,52.4,-7.2
Delta County 50(J),Paonia K-8,Mathematics,06,44.4,38.7,5.7
Delta County 50(J),Paonia K-8,Mathematics,07,42.9,*,*
Delta County 50(J),Paonia K-8,Mathematics,08,52.2,*,*
Delta County 50(J),Delta Online Learning Academy,Mathematics,All,*,*,*
Delta County 50(J),Delta Online Learning Academy,Mathematics,07,*,*,*
Delta County 50(J),Delta Online Learning Academy,Mathematics,08,*,*,*
Denver County 1,All Schools,English Language Arts,All,40.3,42.8,-2.5
Denver County 1,All Schools,English Language Arts,03,40.1,39.4,0.7
Denver County 1,All Schools,English Language Arts,04,40.6,43.6,-3
Denver County 1,All Schools,English Language Arts,05,41.2,42.3,-1.1
Denver County 1,All Schools,English Language Arts,06,38.8,40.0,-1.2
Denver County 1,All Schools,English Language Arts,07,40.3,45.1,-4.8
Denver County 1,All Schools,English Language Arts,08,40.8,46.0,-5.2
Denver County 1,Academy 360,English Language Arts,All,8.9,23.8,-14.9
Denver County 1,Academy 360,English Language Arts,03,*,*,*
Denver County 1,Academy 360,English Language Arts,04,*,50.0,*
Denver County 1,Academy 360,English Language Arts,05,*,*,*
Denver County 1,John H. Amesse Elementary,English Language Arts,All,9.0,19.8,-10.8
Denver County 1,John H. Amesse Elementary,English Language Arts,03,*,18.2,*
Denver County 1,John H. Amesse Elementary,English Language Arts,04,*,19.0,*
Denver County 1,John H. Amesse Elementary,English Language Arts,05,12.5,21.7,-9.2
Denver County 1,Asbury Elementary School,English Language Arts,All,69.2,61.9,7.3
Denver County 1,Asbury Elementary School,English Language Arts,03,74.5,50.0,24.5
Denver County 1,Asbury Elementary School,English Language Arts,04,61.1,73.9,-12.8
Denver County 1,Asbury Elementary School,English Language Arts,05,70.6,63.3,7.3
Denver County 1,Valdez Elementary School,English Language Arts,All,63.7,49.0,14.7
Denver County 1,Valdez Elementary School,English Language Arts,03,62.1,42.4,19.7
Denver County 1,Valdez Elementary School,English Language Arts,04,75.7,56.5,19.2
Denver County 1,Valdez Elementary School,English Language Arts,05,55.3,50.0,5.3
Denver County 1,Ashley Elementary School,English Language Arts,All,25.7,23.7,2
Denver County 1,Ashley Elementary School,English Language Arts,03,19.0,23.3,-4.3
Denver County 1,Ashley Elementary School,English Language Arts,04,23.8,25.0,-1.2
Denver County 1,Ashley Elementary School,English Language Arts,05,31.3,23.1,8.2
Denver County 1,Barnum Elementary School,English Language Arts,All,12.8,20.3,-7.5
Denver County 1,Barnum Elementary School,English Language Arts,03,*,18.2,*
Denver County 1,Barnum Elementary School,English Language Arts,04,*,23.8,*
Denver County 1,Barnum Elementary School,English Language Arts,05,17.8,19.2,-1.4
Denver County 1,Beach Court Elementary School,English Language Arts,All,21.0,18.9,2.1
Denver County 1,Beach Court Elementary School,English Language Arts,03,20.0,15.0,5
Denver County 1,Beach Court Elementary School,English Language Arts,04,18.2,26.3,-8.1
Denver County 1,Beach Court Elementary School,English Language Arts,05,23.1,17.1,6
Denver County 1,Bradley International School,English Language Arts,All,63.4,64.0,-0.6
Denver County 1,Bradley International School,English Language Arts,03,46.4,57.9,-11.5
Denver County 1,Bradley International School,English Language Arts,04,72.5,64.4,8.1
Denver County 1,Bradley International School,English Language Arts,05,71.9,70.8,1.1
Denver County 1,American Indian Academy of Denver,English Language Arts,All,16.7,*,*
Denver County 1,American Indian Academy of Denver,English Language Arts,06,*,*,*
Denver County 1,American Indian Academy of Denver,English Language Arts,07,*,*,*
Denver County 1,American Indian Academy of Denver,English Language Arts,08,26.3,*,*
Denver County 1,Bromwell Elementary School,English Language Arts,All,75.4,78.2,-2.8
Denver County 1,Bromwell Elementary School,English Language Arts,03,77.1,72.5,4.6
Denver County 1,Bromwell Elementary School,English Language Arts,04,65.9,80.0,-14.1
Denver County 1,Bromwell Elementary School,English Language Arts,05,82.6,82.4,0.2
Denver County 1,Brown International Academy,English Language Arts,All,53.8,55.2,-1.4
Denver County 1,Brown International Academy,English Language Arts,03,51.8,50.0,1.8
Denver County 1,Brown International Academy,English Language Arts,04,54.9,55.1,-0.2
Denver County 1,Brown International Academy,English Language Arts,05,55.1,61.2,-6.1
Denver County 1,Bear Valley International School,English Language Arts,All,26.6,42.1,-15.5
Denver County 1,Bear Valley International School,English Language Arts,06,29.5,34.3,-4.8
Denver County 1,Bear Valley International School,English Language Arts,07,27.8,38.0,-10.2
Denver County 1,Bear Valley International School,English Language Arts,08,23.4,54.0,-30.6
Denver County 1,Bryant Webster Dual Language ECE-8 School,English Language Arts,All,34.3,34.1,0.2
Denver County 1,Bryant Webster Dual Language ECE-8 School,English Language Arts,03,20.0,*,*
Denver County 1,Bryant Webster Dual Language ECE-8 School,English Language Arts,04,55.6,*,*
Denver County 1,Bryant Webster Dual Language ECE-8 School,English Language Arts,05,41.2,18.4,22.8
Denver County 1,Bryant Webster Dual Language ECE-8 School,English Language Arts,06,39.5,38.7,0.8
Denver County 1,Bryant Webster Dual Language ECE-8 School,English Language Arts,07,25.0,35.2,-10.2
Denver County 1,Bryant Webster Dual Language ECE-8 School,English Language Arts,08,32.5,43.6,-11.1
Denver County 1,Carson Elementary School,English Language Arts,All,65.5,79.6,-14.1
Denver County 1,Carson Elementary School,English Language Arts,03,56.3,74.0,-17.7
Denver County 1,Carson Elementary School,English Language Arts,04,64.7,83.3,-18.6
Denver County 1,Carson Elementary School,English Language Arts,05,75.4,81.3,-5.9
Denver County 1,Rocky Mountain Prep: Berkeley,English Language Arts,All,24.5,31.3,-6.8
Denver County 1,Rocky Mountain Prep: Berkeley,English Language Arts,03,36.0,26.8,9.2
Denver County 1,Rocky Mountain Prep: Berkeley,English Language Arts,04,*,*,*
Denver County 1,Rocky Mountain Prep: Berkeley,English Language Arts,05,*,*,*
Denver County 1,Centennial A School for Expeditionary Learning,English Language Arts,All,57.4,29.0,28.4
Denver County 1,Centennial A School for Expeditionary Learning,English Language Arts,03,55.0,31.7,23.3
Denver County 1,Centennial A School for Expeditionary Learning,English Language Arts,04,45.8,31.8,14
Denver County 1,Centennial A School for Expeditionary Learning,English Language Arts,05,69.8,23.6,46.2
Denver County 1,Cheltenham Elementary School,English Language Arts,All,16.2,20.4,-4.2
Denver County 1,Cheltenham Elementary School,English Language Arts,03,12.5,15.2,-2.7
Denver County 1,Cheltenham Elementary School,English Language Arts,04,14.6,10.4,4.2
Denver County 1,Cheltenham Elementary School,English Language Arts,05,20.0,30.3,-10.3
Denver County 1,Colfax Elementary School,English Language Arts,All,20.3,20.9,-0.6
Denver County 1,Colfax Elementary School,English Language Arts,03,17.9,25.0,-7.1
Denver County 1,Colfax Elementary School,English Language Arts,04,26.3,16.7,9.6
Denver County 1,Colfax Elementary School,English Language Arts,05,18.8,20.6,-1.8
Denver County 1,Cole Arts and Science Academy,English Language Arts,All,22.0,11.2,10.8
Denver County 1,Cole Arts and Science Academy,English Language Arts,03,*,10.3,*
Denver County 1,Cole Arts and Science Academy,English Language Arts,04,*,7.1,*
Denver County 1,Cole Arts and Science Academy,English Language Arts,05,27.7,14.9,12.8
Denver County 1,College View Elementary School,English Language Arts,All,15.5,16.5,-1
Denver County 1,College View Elementary School,English Language Arts,03,11.5,15.4,-3.9
Denver County 1,College View Elementary School,English Language Arts,04,17.2,14.3,2.9
Denver County 1,College View Elementary School,English Language Arts,05,16.7,18.0,-1.3
Denver County 1,Columbian Elementary School,English Language Arts,All,20.3,32.0,-11.7
Denver County 1,Columbian Elementary School,English Language Arts,03,21.4,27.6,-6.2
Denver County 1,Columbian Elementary School,English Language Arts,04,*,32.0,*
Denver County 1,Columbian Elementary School,English Language Arts,05,*,34.8,*
Denver County 1,Columbine Elementary School,English Language Arts,All,35.3,12.6,22.7
Denver County 1,Columbine Elementary School,English Language Arts,03,31.0,15.4,15.6
Denver County 1,Columbine Elementary School,English Language Arts,04,29.2,11.1,18.1
Denver County 1,Columbine Elementary School,English Language Arts,05,52.6,12.1,40.5
Denver County 1,Cory Elementary School,English Language Arts,All,77.3,86.6,-9.3
Denver County 1,Cory Elementary School,English Language Arts,03,80.0,81.5,-1.5
Denver County 1,Cory Elementary School,English Language Arts,04,78.1,87.2,-9.1
Denver County 1,Cory Elementary School,English Language Arts,05,74.1,91.3,-17.2
Denver County 1,Cowell Elementary School,English Language Arts,All,11.5,25.4,-13.9
Denver County 1,Cowell Elementary School,English Language Arts,03,*,20.8,*
Denver County 1,Cowell Elementary School,English Language Arts,04,*,22.4,*
Denver County 1,Cowell Elementary School,English Language Arts,05,11.4,31.7,-20.3
Denver County 1,Compass Academy,English Language Arts,All,13.3,16.1,-2.8
Denver County 1,Compass Academy,English Language Arts,06,14.0,10.5,3.5
Denver County 1,Compass Academy,English Language Arts,07,10.9,17.3,-6.4
Denver County 1,Compass Academy,English Language Arts,08,14.6,19.6,-5
Denver County 1,French American School of Denver,English Language Arts,All,41.0,*,*
Denver County 1,French American School of Denver,English Language Arts,03,23.5,*,*
Denver County 1,French American School of Denver,English Language Arts,04,54.5,*,*
Denver County 1,Polaris Elementary School,English Language Arts,All,95.9,95.3,0.6
Denver County 1,Polaris Elementary School,English Language Arts,03,95.8,89.6,6.2
Denver County 1,Polaris Elementary School,English Language Arts,04,97.4,96.3,1.1
Denver County 1,Polaris Elementary School,English Language Arts,05,94.2,100.0,-5.8
Denver County 1,DSST: Montview Middle School,English Language Arts,All,32.4,54.2,-21.8
Denver County 1,DSST: Montview Middle School,English Language Arts,06,18.7,51.3,-32.6
Denver County 1,DSST: Montview Middle School,English Language Arts,07,50.0,57.5,-7.5
Denver County 1,DSST: Montview Middle School,English Language Arts,08,29.5,53.6,-24.1
Denver County 1,Denver Green School Southeast,English Language Arts,All,40.8,49.6,-8.8
Denver County 1,Denver Green School Southeast,English Language Arts,03,18.2,45.6,-27.4
Denver County 1,Denver Green School Southeast,English Language Arts,04,28.9,32.3,-3.4
Denver County 1,Denver Green School Southeast,English Language Arts,05,37.8,49.2,-11.4
Denver County 1,Denver Green School Southeast,English Language Arts,06,43.5,46.4,-2.9
Denver County 1,Denver Green School Southeast,English Language Arts,07,59.6,60.7,-1.1
Denver County 1,Denver Green School Southeast,English Language Arts,08,52.7,63.6,-10.9
Denver County 1,Denver Language School,English Language Arts,All,57.8,62.7,-4.9
Denver County 1,Denver Language School,English Language Arts,03,43.6,49.0,-5.4
Denver County 1,Denver Language School,English Language Arts,04,46.5,61.8,-15.3
Denver County 1,Denver Language School,English Language Arts,05,57.0,64.9,-7.9
Denver County 1,Denver Language School,English Language Arts,06,75.0,55.1,19.9
Denver County 1,Denver Language School,English Language Arts,07,68.5,76.9,-8.4
Denver County 1,Denver Language School,English Language Arts,08,70.5,77.8,-7.3
Denver County 1,Denver Center for International Studies at Fairmon,English Language Arts,All,39.3,36.7,2.6
Denver County 1,Denver Center for International Studies at Fairmon,English Language Arts,03,40.5,36.2,4.3
Denver County 1,Denver Center for International Studies at Fairmon,English Language Arts,04,45.0,35.6,9.4
Denver County 1,Denver Center for International Studies at Fairmon,English Language Arts,05,34.4,37.9,-3.5
Denver County 1,Denver Montessori Junior/Senior High School,English Language Arts,All,54.7,51.2,3.5
Denver County 1,Denver Montessori Junior/Senior High School,English Language Arts,07,50.0,50.0,0
Denver County 1,Denver Montessori Junior/Senior High School,English Language Arts,08,59.4,52.2,7.2
Denver County 1,Denison Montessori School,English Language Arts,All,34.9,43.4,-8.5
Denver County 1,Denison Montessori School,English Language Arts,03,29.0,37.0,-8
Denver County 1,Denison Montessori School,English Language Arts,04,27.5,36.8,-9.3
Denver County 1,Denison Montessori School,English Language Arts,05,43.3,51.4,-8.1
Denver County 1,Denison Montessori School,English Language Arts,06,42.9,54.2,-11.3
Denver County 1,Denver Green School Northfield,English Language Arts,All,77.7,*,*
Denver County 1,Denver Green School Northfield,English Language Arts,06,78.0,*,*
Denver County 1,Denver Green School Northfield,English Language Arts,07,74.1,*,*
Denver County 1,Denver Green School Northfield,English Language Arts,08,81.4,*,*
Denver County 1,DSST: Green Valley Ranch Middle School,English Language Arts,All,45.0,47.2,-2.2
Denver County 1,DSST: Green Valley Ranch Middle School,English Language Arts,06,39.7,35.3,4.4
Denver County 1,DSST: Green Valley Ranch Middle School,English Language Arts,07,49.7,49.7,0
Denver County 1,DSST: Green Valley Ranch Middle School,English Language Arts,08,45.6,55.8,-10.2
Denver County 1,Denver Center for International Studies,English Language Arts,All,40.0,33.2,6.8
Denver County 1,Denver Center for International Studies,English Language Arts,06,37.9,27.7,10.2
Denver County 1,Denver Center for International Studies,English Language Arts,07,45.3,24.5,20.8
Denver County 1,Denver Center for International Studies,English Language Arts,08,37.7,48.1,-10.4
Denver County 1,Denver School of the Arts,English Language Arts,All,83.6,85.4,-1.8
Denver County 1,Denver School of the Arts,English Language Arts,06,75.0,80.0,-5
Denver County 1,Denver School of the Arts,English Language Arts,07,87.9,90.4,-2.5
Denver County 1,Denver School of the Arts,English Language Arts,08,87.7,85.8,1.9
Denver County 1,DSST: Byers Middle School,English Language Arts,All,60.9,77.7,-16.8
Denver County 1,DSST: Byers Middle School,English Language Arts,06,67.1,70.3,-3.2
Denver County 1,DSST: Byers Middle School,English Language Arts,07,60.4,84.7,-24.3
Denver County 1,DSST: Byers Middle School,English Language Arts,08,53.7,77.6,-23.9
Denver County 1,Denver Center for 21st-Century Learning at Wyman,English Language Arts,All,*,*,*
Denver County 1,Denver Center for 21st-Century Learning at Wyman,English Language Arts,06,*,*,*
Denver County 1,Denver Center for 21st-Century Learning at Wyman,English Language Arts,07,*,*,*
Denver County 1,Denver Center for 21st-Century Learning at Wyman,English Language Arts,08,*,*,*
Denver County 1,DSST: Elevate Northeast Middle School,English Language Arts,All,26.8,56.5,-29.7
Denver County 1,DSST: Elevate Northeast Middle School,English Language Arts,06,23.5,56.5,-33
Denver County 1,DSST: Elevate Northeast Middle School,English Language Arts,07,26.2,*,*
Denver County 1,DSST: Elevate Northeast Middle School,English Language Arts,08,30.9,*,*
Denver County 1,DCIS at Ford,English Language Arts,All,14.4,30.5,-16.1
Denver County 1,DCIS at Ford,English Language Arts,03,*,27.0,*
Denver County 1,DCIS at Ford,English Language Arts,04,*,26.3,*
Denver County 1,DCIS at Ford,English Language Arts,05,17.9,34.9,-17
Denver County 1,Downtown Denver Expeditionary School,English Language Arts,All,44.4,58.1,-13.7
Denver County 1,Downtown Denver Expeditionary School,English Language Arts,03,31.0,57.4,-26.4
Denver County 1,Downtown Denver Expeditionary School,English Language Arts,04,50.0,52.6,-2.6
Denver County 1,Downtown Denver Expeditionary School,English Language Arts,05,53.1,63.7,-10.6
Denver County 1,Montbello Middle School,English Language Arts,All,9.0,*,*
Denver County 1,Montbello Middle School,English Language Arts,06,6.6,*,*
Denver County 1,Montbello Middle School,English Language Arts,07,10.2,*,*
Denver County 1,Montbello Middle School,English Language Arts,08,9.5,*,*
Denver County 1,DSST: Conservatory Green Middle School,English Language Arts,All,32.0,51.5,-19.5
Denver County 1,DSST: Conservatory Green Middle School,English Language Arts,06,27.3,53.5,-26.2
